"","t1_team","t2_team","t1_home","neutral_site","t1_conference","t2_conference","game_id","pred_t1_wp","t1_win","conference_game","week","t1_color","t1_logo","t2_color","t2_logo","winning_logo","losing_logo","winning_color","winning_team","losing_team"
"1","Ball State","Wyoming",1,0,"Mid-American","Mountain West",1,0.2774,0,0,8,"#DA0000","http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png","#492f24","Wyoming","Ball State"
"2","Tennessee","Wyoming",1,0,"SEC","Mountain West",2,0.9096,1,0,8,"#ff8200","http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#ff8200","Tennessee","Wyoming"
"3","Coastal Carolina","Wyoming",1,0,"Sun Belt","Mountain West",3,0.3958,0,0,8,"#007073","http://a.espncdn.com/i/teamlogos/ncaa/500/324.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/324.png","#492f24","Wyoming","Coastal Carolina"
"4","Houston","Wyoming",1,0,"Big 12","Mountain West",4,0.7276,1,0,8,"#c92a39","http://a.espncdn.com/i/teamlogos/ncaa/500/248.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/248.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#c92a39","Houston","Wyoming"
"5","Texas Tech","Wyoming",1,0,"Big 12","Mountain West",5,0.8865,1,0,8,"#CC0000","http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#CC0000","Texas Tech","Wyoming"
"6","Texas A&M","Wyoming",1,0,"SEC","Mountain West",6,0.9111,1,0,8,"#500000","http://a.espncdn.com/i/teamlogos/ncaa/500/245.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/245.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#500000","Texas A&M","Wyoming"
"7","South Alabama","Wyoming",1,0,"Sun Belt","Mountain West",7,0.4588,0,0,8,"#00205B","http://a.espncdn.com/i/teamlogos/ncaa/500/6.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/6.png","#492f24","Wyoming","South Alabama"
"8","Tulane","Wyoming",1,0,"American Athletic","Mountain West",8,0.7358,1,0,8,"#006547","http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#006547","Tulane","Wyoming"
"9","Missouri","Wyoming",1,0,"SEC","Mountain West",9,0.8673,1,0,8,"#f1b82d","http://a.espncdn.com/i/teamlogos/ncaa/500/142.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/142.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#f1b82d","Missouri","Wyoming"
"10","Utah","Wyoming",1,0,"Big 12","Mountain West",10,0.885,1,0,8,"#ea002a","http://a.espncdn.com/i/teamlogos/ncaa/500/254.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/254.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#ea002a","Utah","Wyoming"
"11","Akron","Wyoming",1,0,"Mid-American","Mountain West",11,0.2238,0,0,8,"#00285e","http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png","#492f24","Wyoming","Akron"
"12","TCU","Wyoming",1,0,"Big 12","Mountain West",12,0.8778,1,0,8,"#4d1979","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#4d1979","TCU","Wyoming"
"13","UNLV","Wyoming",1,0,"Mountain West","Mountain West",13,0.7787,1,1,8,"#b10202","http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#b10202","UNLV","Wyoming"
"14","UConn","Wyoming",1,0,"FBS Independents","Mountain West",14,0.6794,1,0,8,"#0c2340","http://a.espncdn.com/i/teamlogos/ncaa/500/41.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/41.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#0c2340","UConn","Wyoming"
"15","Central Michigan","Wyoming",1,0,"Mid-American","Mountain West",15,0.2689,0,0,8,"#6a0032","http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png","#492f24","Wyoming","Central Michigan"
"16","Massachusetts","Wyoming",1,0,"Mid-American","Mountain West",16,0.2321,0,0,8,"#971B2F","http://a.espncdn.com/i/teamlogos/ncaa/500/113.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/113.png","#492f24","Wyoming","Massachusetts"
"17","North Carolina","Wyoming",1,0,"ACC","Mountain West",17,0.5316,1,0,8,"#7bafd4","http://a.espncdn.com/i/teamlogos/ncaa/500/153.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/153.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#7bafd4","North Carolina","Wyoming"
"18","Bowling Green","Wyoming",1,0,"Mid-American","Mountain West",18,0.5182,1,0,8,"#2b1000","http://a.espncdn.com/i/teamlogos/ncaa/500/189.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/189.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#2b1000","Bowling Green","Wyoming"
"19","Temple","Wyoming",1,0,"American Athletic","Mountain West",19,0.3805,0,0,8,"#A80532","http://a.espncdn.com/i/teamlogos/ncaa/500/218.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/218.png","#492f24","Wyoming","Temple"
"20","Oklahoma State","Wyoming",1,0,"Big 12","Mountain West",20,0.3153,0,0,8,"#FF7300","http://a.espncdn.com/i/teamlogos/ncaa/500/197.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/197.png","#492f24","Wyoming","Oklahoma State"
"21","SMU","Wyoming",1,0,"ACC","Mountain West",21,0.8697,1,0,8,"#354ca1","http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#354ca1","SMU","Wyoming"
"22","App State","Wyoming",1,0,"Sun Belt","Mountain West",22,0.6095,1,0,8,"#ffcc00","http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#ffcc00","App State","Wyoming"
"23","Hawai'i","Wyoming",1,0,"Mountain West","Mountain West",23,0.5412,1,1,8,"#003420","http://a.espncdn.com/i/teamlogos/ncaa/500/62.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/62.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#003420","Hawai'i","Wyoming"
"24","Jacksonville State","Wyoming",1,0,"Conference USA","Mountain West",24,0.5851,1,0,8,"#b50500","http://a.espncdn.com/i/teamlogos/ncaa/500/55.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/55.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#b50500","Jacksonville State","Wyoming"
"25","Georgia Tech","Wyoming",1,0,"ACC","Mountain West",25,0.837,1,0,8,"#003057","http://a.espncdn.com/i/teamlogos/ncaa/500/59.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/59.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#003057","Georgia Tech","Wyoming"
"26","Tulsa","Wyoming",1,0,"American Athletic","Mountain West",26,0.3346,0,0,8,"#003595","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png","#492f24","Wyoming","Tulsa"
"27","Miami (OH)","Wyoming",1,0,"Mid-American","Mountain West",27,0.5728,1,0,8,"#a4000c","http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#a4000c","Miami (OH)","Wyoming"
"28","Mississippi State","Wyoming",1,0,"SEC","Mountain West",28,0.727,1,0,8,"#5d1725","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#5d1725","Mississippi State","Wyoming"
"29","South Florida","Wyoming",1,0,"American Athletic","Mountain West",29,0.8505,1,0,8,"#004A36","http://a.espncdn.com/i/teamlogos/ncaa/500/58.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/58.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#004A36","South Florida","Wyoming"
"30","Western Kentucky","Wyoming",1,0,"Conference USA","Mountain West",30,0.754,1,0,8,"#F32026","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#F32026","Western Kentucky","Wyoming"
"31","Stanford","Wyoming",1,0,"ACC","Mountain West",31,0.4085,0,0,8,"#8c1515","http://a.espncdn.com/i/teamlogos/ncaa/500/24.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/24.png","#492f24","Wyoming","Stanford"
"32","Ole Miss","Wyoming",1,0,"SEC","Mountain West",32,0.8712,1,0,8,"#13294b","http://a.espncdn.com/i/teamlogos/ncaa/500/145.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/145.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#13294b","Ole Miss","Wyoming"
"33","Georgia State","Wyoming",1,0,"Sun Belt","Mountain West",33,0.2863,0,0,8,"#1e539a","http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png","#492f24","Wyoming","Georgia State"
"34","Georgia Southern","Wyoming",1,0,"Sun Belt","Mountain West",34,0.3887,0,0,8,"#003775","http://a.espncdn.com/i/teamlogos/ncaa/500/290.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/290.png","#492f24","Wyoming","Georgia Southern"
"35","Duke","Wyoming",1,0,"ACC","Mountain West",35,0.8362,1,0,8,"#013088","http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#013088","Duke","Wyoming"
"36","Colorado State","Wyoming",1,0,"Mountain West","Mountain West",36,0.4118,0,1,8,"#1e4d2b","http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","#492f24","Wyoming","Colorado State"
"37","Arizona","Wyoming",1,0,"Big 12","Mountain West",37,0.5623,1,0,8,"#0c234b","http://a.espncdn.com/i/teamlogos/ncaa/500/12.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/12.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#0c234b","Arizona","Wyoming"
"38","Michigan State","Wyoming",1,0,"Big Ten","Mountain West",38,0.5316,1,0,8,"#18453b","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#18453b","Michigan State","Wyoming"
"39","Penn State","Wyoming",1,0,"Big Ten","Mountain West",39,0.8897,1,0,8,"#041E42","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#041E42","Penn State","Wyoming"
"40","Delaware","Wyoming",1,0,"Conference USA","Mountain West",40,0.6498,1,0,8,"#033594","http://a.espncdn.com/i/teamlogos/ncaa/500/48.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/48.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#033594","Delaware","Wyoming"
"41","Old Dominion","Wyoming",1,0,"Sun Belt","Mountain West",41,0.6868,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#00507d","Old Dominion","Wyoming"
"42","Toledo","Wyoming",1,0,"Mid-American","Mountain West",42,0.727,1,0,8,"#0a2240","http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#0a2240","Toledo","Wyoming"
"43","Texas","Wyoming",1,0,"SEC","Mountain West",43,0.9081,1,0,8,"#c15d26","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#c15d26","Texas","Wyoming"
"44","Vanderbilt","Wyoming",1,0,"SEC","Mountain West",44,0.9134,1,0,8,"#866d4b","http://a.espncdn.com/i/teamlogos/ncaa/500/238.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/238.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#866d4b","Vanderbilt","Wyoming"
"45","New Mexico State","Wyoming",1,0,"Conference USA","Mountain West",45,0.5587,1,0,8,"#891216","http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#891216","New Mexico State","Wyoming"
"46","Southern Miss","Wyoming",1,0,"Sun Belt","Mountain West",46,0.5266,1,0,8,"#FFAA3C","http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#FFAA3C","Southern Miss","Wyoming"
"47","Miami","Wyoming",1,0,"ACC","Mountain West",47,0.8978,1,0,8,"#005030","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#005030","Miami","Wyoming"
"48","Texas State","Wyoming",1,0,"Sun Belt","Mountain West",48,0.6364,1,0,8,"#4e1719","http://a.espncdn.com/i/teamlogos/ncaa/500/326.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/326.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#4e1719","Texas State","Wyoming"
"49","UCLA","Wyoming",1,0,"Big Ten","Mountain West",49,0.5948,1,0,8,"#2774ae","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#2774ae","UCLA","Wyoming"
"50","Buffalo","Wyoming",1,0,"Mid-American","Mountain West",50,0.4134,0,0,8,"#041A9B","http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","#492f24","Wyoming","Buffalo"
"51","UAB","Wyoming",1,0,"American Athletic","Mountain West",51,0.3279,0,0,8,"#003b28","http://a.espncdn.com/i/teamlogos/ncaa/500/5.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/5.png","#492f24","Wyoming","UAB"
"52","Louisville","Wyoming",1,0,"ACC","Mountain West",52,0.8869,1,0,8,"#c9001f","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#c9001f","Louisville","Wyoming"
"53","Eastern Michigan","Wyoming",1,0,"Mid-American","Mountain West",53,0.376,0,0,8,"#00331b","http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png","#492f24","Wyoming","Eastern Michigan"
"54","Washington","Wyoming",1,0,"Big Ten","Mountain West",54,0.8938,1,0,8,"#33006f","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#33006f","Washington","Wyoming"
"55","Indiana","Wyoming",1,0,"Big Ten","Mountain West",55,0.8823,1,0,8,"#990000","http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#990000","Indiana","Wyoming"
"56","Nebraska","Wyoming",1,0,"Big Ten","Mountain West",56,0.8623,1,0,8,"#d00000","http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#d00000","Nebraska","Wyoming"
"57","Florida","Wyoming",1,0,"SEC","Mountain West",57,0.8961,1,0,8,"#0021a5","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#0021a5","Florida","Wyoming"
"58","Auburn","Wyoming",1,0,"SEC","Mountain West",58,0.8921,1,0,8,"#002b5c","http://a.espncdn.com/i/teamlogos/ncaa/500/2.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#002b5c","Auburn","Wyoming"
"59","Minnesota","Wyoming",1,0,"Big Ten","Mountain West",59,0.7702,1,0,8,"#5e0a2f","http://a.espncdn.com/i/teamlogos/ncaa/500/135.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/135.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#5e0a2f","Minnesota","Wyoming"
"60","New Mexico","Wyoming",1,0,"Mountain West","Mountain West",60,0.5156,1,1,8,"#BA0C2F","http://a.espncdn.com/i/teamlogos/ncaa/500/167.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/167.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#BA0C2F","New Mexico","Wyoming"
"61","Nevada","Wyoming",1,0,"Mountain West","Mountain West",61,0.2747,0,1,8,"#002d62","http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png","#492f24","Wyoming","Nevada"
"62","Liberty","Wyoming",1,0,"Conference USA","Mountain West",62,0.5171,1,0,8,"#071740","http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#071740","Liberty","Wyoming"
"63","California","Wyoming",1,0,"ACC","Mountain West",63,0.657,1,0,8,"#031522","http://a.espncdn.com/i/teamlogos/ncaa/500/25.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/25.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#031522","California","Wyoming"
"64","UTSA","Wyoming",1,0,"American Athletic","Mountain West",64,0.6446,1,0,8,"#002A5C","http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#002A5C","UTSA","Wyoming"
"65","Ohio","Wyoming",1,0,"Mid-American","Mountain West",65,0.7415,1,0,8,"#295A29","http://a.espncdn.com/i/teamlogos/ncaa/500/195.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/195.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#295A29","Ohio","Wyoming"
"66","Purdue","Wyoming",1,0,"Big Ten","Mountain West",66,0.4481,0,0,8,"#000000","http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png","#492f24","Wyoming","Purdue"
"67","USC","Wyoming",1,0,"Big Ten","Mountain West",67,0.9049,1,0,8,"#9e2237","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#9e2237","USC","Wyoming"
"68","Northern Illinois","Wyoming",1,0,"Mid-American","Mountain West",68,0.3943,0,0,8,"#F1122C","http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png","#492f24","Wyoming","Northern Illinois"
"69","Wisconsin","Wyoming",1,0,"Big Ten","Mountain West",69,0.6282,1,0,8,"#c4012f","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#c4012f","Wisconsin","Wyoming"
"70","South Carolina","Wyoming",1,0,"SEC","Mountain West",70,0.8609,1,0,8,"#73000a","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#73000a","South Carolina","Wyoming"
