"","t1_team","t2_team","t1_home","neutral_site","t1_conference","t2_conference","game_id","pred_t1_wp","t1_win","conference_game","week","t1_color","t1_logo","t2_color","t2_logo","winning_logo","losing_logo","winning_color","winning_team","losing_team"
"33099","Old Dominion","Hawai'i",0,0,"Sun Belt","Mountain West",5559,0.4968,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003420","http://a.espncdn.com/i/teamlogos/ncaa/500/62.png","http://a.espncdn.com/i/teamlogos/ncaa/500/62.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003420","Hawai'i","Old Dominion"
"33100","Old Dominion","Jacksonville State",0,0,"Sun Belt","Conference USA",5560,0.6001,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#b50500","http://a.espncdn.com/i/teamlogos/ncaa/500/55.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/55.png","#00507d","Old Dominion","Jacksonville State"
"33101","Old Dominion","Georgia Tech",0,0,"Sun Belt","ACC",5561,0.3162,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003057","http://a.espncdn.com/i/teamlogos/ncaa/500/59.png","http://a.espncdn.com/i/teamlogos/ncaa/500/59.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003057","Georgia Tech","Old Dominion"
"33102","Old Dominion","Tulsa",0,0,"Sun Belt","American Athletic",5562,0.8149,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003595","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png","#00507d","Old Dominion","Tulsa"
"33103","Old Dominion","Miami (OH)",0,0,"Sun Belt","Mid-American",5563,0.5487,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#a4000c","http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","#00507d","Old Dominion","Miami (OH)"
"33104","Old Dominion","Mississippi State",0,0,"Sun Belt","SEC",5564,0.4034,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#5d1725","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#5d1725","Mississippi State","Old Dominion"
"33105","Old Dominion","South Florida",0,0,"Sun Belt","American Athletic",5565,0.2745,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#004A36","http://a.espncdn.com/i/teamlogos/ncaa/500/58.png","http://a.espncdn.com/i/teamlogos/ncaa/500/58.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#004A36","South Florida","Old Dominion"
"33106","Old Dominion","Western Kentucky",0,0,"Sun Belt","Conference USA",5566,0.3195,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#F32026","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#F32026","Western Kentucky","Old Dominion"
"33107","Old Dominion","Stanford",0,0,"Sun Belt","ACC",5567,0.6954,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#8c1515","http://a.espncdn.com/i/teamlogos/ncaa/500/24.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/24.png","#00507d","Old Dominion","Stanford"
"33108","Old Dominion","Ole Miss",0,0,"Sun Belt","SEC",5568,0.1317,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#13294b","http://a.espncdn.com/i/teamlogos/ncaa/500/145.png","http://a.espncdn.com/i/teamlogos/ncaa/500/145.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#13294b","Ole Miss","Old Dominion"
"33109","Old Dominion","Georgia State",0,0,"Sun Belt","Sun Belt",5569,0.8801,1,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#1e539a","http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png","#00507d","Old Dominion","Georgia State"
"33110","Old Dominion","Georgia Southern",0,0,"Sun Belt","Sun Belt",5570,0.7099,1,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003775","http://a.espncdn.com/i/teamlogos/ncaa/500/290.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/290.png","#00507d","Old Dominion","Georgia Southern"
"33111","Old Dominion","Duke",0,0,"Sun Belt","ACC",5571,0.2986,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#013088","http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#013088","Duke","Old Dominion"
"33112","Old Dominion","Colorado State",0,0,"Sun Belt","Mountain West",5572,0.6763,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#1e4d2b","http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","#00507d","Old Dominion","Colorado State"
"33113","Old Dominion","Arizona",0,0,"Sun Belt","Big 12",5573,0.6017,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0c234b","http://a.espncdn.com/i/teamlogos/ncaa/500/12.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/12.png","#00507d","Old Dominion","Arizona"
"33114","Old Dominion","Michigan State",0,0,"Sun Belt","Big Ten",5574,0.5422,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#18453b","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","#00507d","Old Dominion","Michigan State"
"33115","Old Dominion","Penn State",0,0,"Sun Belt","Big Ten",5575,0.1482,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#041E42","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#041E42","Penn State","Old Dominion"
"33116","Old Dominion","Delaware",0,0,"Sun Belt","Conference USA",5576,0.465,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#033594","http://a.espncdn.com/i/teamlogos/ncaa/500/48.png","http://a.espncdn.com/i/teamlogos/ncaa/500/48.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#033594","Delaware","Old Dominion"
"33117","Old Dominion","Toledo",0,0,"Sun Belt","Mid-American",5577,0.4237,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0a2240","http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0a2240","Toledo","Old Dominion"
"33118","Old Dominion","Texas",0,0,"Sun Belt","SEC",5578,0.1971,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#c15d26","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#c15d26","Texas","Old Dominion"
"33119","Old Dominion","Vanderbilt",0,0,"Sun Belt","SEC",5579,0.2033,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#866d4b","http://a.espncdn.com/i/teamlogos/ncaa/500/238.png","http://a.espncdn.com/i/teamlogos/ncaa/500/238.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#866d4b","Vanderbilt","Old Dominion"
"33120","Old Dominion","New Mexico State",0,0,"Sun Belt","Conference USA",5580,0.6664,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#891216","http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","#00507d","Old Dominion","New Mexico State"
"33121","Old Dominion","Southern Miss",0,0,"Sun Belt","Sun Belt",5581,0.593,1,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#FFAA3C","http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","#00507d","Old Dominion","Southern Miss"
"33122","Old Dominion","Miami",0,0,"Sun Belt","ACC",5582,0.114,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#005030","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#005030","Miami","Old Dominion"
"33123","Old Dominion","Texas State",0,0,"Sun Belt","Sun Belt",5583,0.4723,0,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#4e1719","http://a.espncdn.com/i/teamlogos/ncaa/500/326.png","http://a.espncdn.com/i/teamlogos/ncaa/500/326.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#4e1719","Texas State","Old Dominion"
"33124","Old Dominion","UCLA",0,0,"Sun Belt","Big Ten",5584,0.551,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#2774ae","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","#00507d","Old Dominion","UCLA"
"33125","Old Dominion","Buffalo",0,0,"Sun Belt","Mid-American",5585,0.6922,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#041A9B","http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","#00507d","Old Dominion","Buffalo"
"33126","Old Dominion","UAB",0,0,"Sun Belt","American Athletic",5586,0.8092,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003b28","http://a.espncdn.com/i/teamlogos/ncaa/500/5.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/5.png","#00507d","Old Dominion","UAB"
"33127","Old Dominion","Louisville",0,0,"Sun Belt","ACC",5587,0.2366,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#c9001f","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#c9001f","Louisville","Old Dominion"
"33128","Old Dominion","Eastern Michigan",0,0,"Sun Belt","Mid-American",5588,0.7362,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#00331b","http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png","#00507d","Old Dominion","Eastern Michigan"
"33129","Old Dominion","Washington",0,0,"Sun Belt","Big Ten",5589,0.2486,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#33006f","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#33006f","Washington","Old Dominion"
"33130","Old Dominion","Indiana",0,0,"Sun Belt","Big Ten",5590,0.134,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#990000","http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#990000","Indiana","Old Dominion"
"33131","Old Dominion","Nebraska",0,0,"Sun Belt","Big Ten",5591,0.2912,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#d00000","http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#d00000","Nebraska","Old Dominion"
"33132","Old Dominion","Florida",0,0,"Sun Belt","SEC",5592,0.3086,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0021a5","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0021a5","Florida","Old Dominion"
"33133","Old Dominion","Auburn",0,0,"Sun Belt","SEC",5593,0.2887,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#002b5c","http://a.espncdn.com/i/teamlogos/ncaa/500/2.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#002b5c","Auburn","Old Dominion"
"33134","Old Dominion","Minnesota",0,0,"Sun Belt","Big Ten",5594,0.3415,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#5e0a2f","http://a.espncdn.com/i/teamlogos/ncaa/500/135.png","http://a.espncdn.com/i/teamlogos/ncaa/500/135.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#5e0a2f","Minnesota","Old Dominion"
"33135","Old Dominion","New Mexico",0,0,"Sun Belt","Mountain West",5595,0.6431,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#BA0C2F","http://a.espncdn.com/i/teamlogos/ncaa/500/167.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/167.png","#00507d","Old Dominion","New Mexico"
"33136","Old Dominion","Nevada",0,0,"Sun Belt","Mountain West",5596,0.8508,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#002d62","http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png","#00507d","Old Dominion","Nevada"
"33137","Old Dominion","Liberty",0,0,"Sun Belt","Conference USA",5597,0.5676,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#071740","http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png","#00507d","Old Dominion","Liberty"
"33138","Old Dominion","California",0,0,"Sun Belt","ACC",5598,0.5066,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#031522","http://a.espncdn.com/i/teamlogos/ncaa/500/25.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/25.png","#00507d","Old Dominion","California"
"33139","Old Dominion","UTSA",0,0,"Sun Belt","American Athletic",5599,0.4132,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#002A5C","http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#002A5C","UTSA","Old Dominion"
"33140","Old Dominion","Ohio",0,0,"Sun Belt","Mid-American",5600,0.5011,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#295A29","http://a.espncdn.com/i/teamlogos/ncaa/500/195.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/195.png","#00507d","Old Dominion","Ohio"
"33141","Old Dominion","Purdue",0,0,"Sun Belt","Big Ten",5601,0.6573,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#000000","http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png","#00507d","Old Dominion","Purdue"
"33142","Old Dominion","USC",0,0,"Sun Belt","Big Ten",5602,0.1074,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#9e2237","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#9e2237","USC","Old Dominion"
"33143","Old Dominion","Northern Illinois",0,0,"Sun Belt","Mid-American",5603,0.6689,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#F1122C","http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png","#00507d","Old Dominion","Northern Illinois"
"33144","Old Dominion","Wisconsin",0,0,"Sun Belt","Big Ten",5604,0.5835,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#c4012f","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","#00507d","Old Dominion","Wisconsin"
"33145","Old Dominion","South Carolina",0,0,"Sun Belt","SEC",5605,0.2614,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#73000a","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#73000a","South Carolina","Old Dominion"
"33146","Old Dominion","Cincinnati",0,0,"Sun Belt","Big 12",5606,0.3732,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#E00122","http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#E00122","Cincinnati","Old Dominion"
"33147","Old Dominion","James Madison",0,0,"Sun Belt","Sun Belt",5607,0.4157,0,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#450084","http://a.espncdn.com/i/teamlogos/ncaa/500/256.png","http://a.espncdn.com/i/teamlogos/ncaa/500/256.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#450084","James Madison","Old Dominion"
"33148","Old Dominion","Georgia",0,0,"Sun Belt","SEC",5608,0.0866,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#ba0c2f","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#ba0c2f","Georgia","Old Dominion"
"33149","Old Dominion","Rutgers",0,0,"Sun Belt","Big Ten",5609,0.4382,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#d21034","http://a.espncdn.com/i/teamlogos/ncaa/500/164.png","http://a.espncdn.com/i/teamlogos/ncaa/500/164.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#d21034","Rutgers","Old Dominion"
"33150","Old Dominion","Iowa",0,0,"Sun Belt","Big Ten",5610,0.2223,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#000000","http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#000000","Iowa","Old Dominion"
"33151","Old Dominion","Syracuse",0,0,"Sun Belt","ACC",5611,0.4787,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#ff6500","http://a.espncdn.com/i/teamlogos/ncaa/500/183.png","http://a.espncdn.com/i/teamlogos/ncaa/500/183.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#ff6500","Syracuse","Old Dominion"
"33152","Old Dominion","Northwestern",0,0,"Sun Belt","Big Ten",5612,0.4806,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#582c83","http://a.espncdn.com/i/teamlogos/ncaa/500/77.png","http://a.espncdn.com/i/teamlogos/ncaa/500/77.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#582c83","Northwestern","Old Dominion"
"33153","Old Dominion","Oregon",0,0,"Sun Belt","Big Ten",5613,0.1129,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#007030","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#007030","Oregon","Old Dominion"
"33154","Old Dominion","Clemson",0,0,"Sun Belt","ACC",5614,0.2791,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#f56600","http://a.espncdn.com/i/teamlogos/ncaa/500/228.png","http://a.espncdn.com/i/teamlogos/ncaa/500/228.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#f56600","Clemson","Old Dominion"
"33155","Old Dominion","UTEP",0,0,"Sun Belt","Conference USA",5615,0.857,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#ff8200","http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png","#00507d","Old Dominion","UTEP"
"33156","Old Dominion","Utah State",0,0,"Sun Belt","Mountain West",5616,0.6214,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#00263a","http://a.espncdn.com/i/teamlogos/ncaa/500/328.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/328.png","#00507d","Old Dominion","Utah State"
"33157","Old Dominion","Arkansas State",0,0,"Sun Belt","Sun Belt",5617,0.7327,1,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#e81018","http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png","#00507d","Old Dominion","Arkansas State"
"33158","Old Dominion","Oklahoma",0,0,"Sun Belt","SEC",5618,0.238,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#a32036","http://a.espncdn.com/i/teamlogos/ncaa/500/201.png","http://a.espncdn.com/i/teamlogos/ncaa/500/201.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#a32036","Oklahoma","Old Dominion"
"33159","Old Dominion","Florida Atlantic",0,0,"Sun Belt","American Athletic",5619,0.6262,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#00447c","http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png","#00507d","Old Dominion","Florida Atlantic"
"33160","Old Dominion","Louisiana",0,0,"Sun Belt","Sun Belt",5620,0.6655,1,1,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#ce181e","http://a.espncdn.com/i/teamlogos/ncaa/500/309.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/309.png","#00507d","Old Dominion","Louisiana"
"33161","Old Dominion","Florida State",0,0,"Sun Belt","ACC",5621,0.323,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#782f40","http://a.espncdn.com/i/teamlogos/ncaa/500/52.png","http://a.espncdn.com/i/teamlogos/ncaa/500/52.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#782f40","Florida State","Old Dominion"
"33162","Old Dominion","Pittsburgh",0,0,"Sun Belt","ACC",5622,0.261,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#003263","Pittsburgh","Old Dominion"
"33163","Old Dominion","Baylor",0,0,"Sun Belt","Big 12",5623,0.4335,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#154734","Baylor","Old Dominion"
"33164","Old Dominion","Charlotte",0,0,"Sun Belt","American Athletic",5624,0.8731,1,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#046A38","http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png","#00507d","Old Dominion","Charlotte"
"33165","Old Dominion","Alabama",0,0,"Sun Belt","SEC",5625,0.1114,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#9e1632","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#9e1632","Alabama","Old Dominion"
"33166","Old Dominion","Kentucky",0,0,"Sun Belt","SEC",5626,0.4876,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0033a0","http://a.espncdn.com/i/teamlogos/ncaa/500/96.png","http://a.espncdn.com/i/teamlogos/ncaa/500/96.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#0033a0","Kentucky","Old Dominion"
"33167","Old Dominion","Arkansas",0,0,"Sun Belt","SEC",5627,0.3346,0,0,8,"#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#a41f35","http://a.espncdn.com/i/teamlogos/ncaa/500/8.png","http://a.espncdn.com/i/teamlogos/ncaa/500/8.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#a41f35","Arkansas","Old Dominion"
